"LOCATION","Country","SUBJECT","Subject","SEX","Sex","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"FIN","Finland","YW99D4L1_ST","Electricity, gas, steam and air conditioning supply (D)","TT","All persons","A","Annual","2020","2020","PER","Persons","3","Thousands",,,16.75,"B","Break"
"FIN","Finland","YW99D4L1_ST","Electricity, gas, steam and air conditioning supply (D)","TT","All persons","A","Annual","2021","2021","PER","Persons","3","Thousands",,,14.95,,
"FIN","Finland","YW99D4L1_ST","Electricity, gas, steam and air conditioning supply (D)","TT","All persons","A","Annual","2022","2022","PER","Persons","3","Thousands",,,15.625,,
"ITA","Italy","YW99Q4L1_ST","Human health and social work activities (Q)","TT","All persons","A","Annual","2010","2010","PER","Persons","3","Thousands",,,1398.825,,
"ITA","Italy","YW99Q4L1_ST","Human health and social work activities (Q)","TT","All persons","A","Annual","2011","2011","PER","Persons","3","Thousands",,,1438.5,,
"ITA","Italy","YW99Q4L1_ST","Human health and social work activities (Q)","TT","All persons","A","Annual","2012","2012","PER","Persons","3","Thousands",,,1508.9,,
"ITA","Italy","YW99Q4L1_ST","Human health and social work activities (Q)","TT","All persons","A","Annual","2013","2013","PER","Persons","3","Thousands",,,1490.1,,
"ITA","Italy","YW99Q4L1_ST","Human health and social work activities (Q)","TT","All persons","A","Annual","2014","2014","PER","Persons","3","Thousands",,,1518.775,,
"ITA","Italy","YW99Q4L1_ST","Human health and social work activities (Q)","TT","All persons","A","Annual","2015","2015","PER","Persons","3","Thousands",,,1518.8,,
"ITA","Italy","YW99Q4L1_ST","Human health and social work activities (Q)","TT","All persons","A","Annual","2016","2016","PER","Persons","3","Thousands",,,1555.45,,
"ITA","Italy","YW99Q4L1_ST","Human health and social work activities (Q)","TT","All persons","A","Annual","2017","2017","PER","Persons","3","Thousands",,,1575.7,,
"ITA","Italy","YW99Q4L1_ST","Human health and social work activities (Q)","TT","All persons","A","Annual","2018","2018","PER","Persons","3","Thousands",,,1582.675,,
"ITA","Italy","YW99Q4L1_ST","Human health and social work activities (Q)","TT","All persons","A","Annual","2019","2019","PER","Persons","3","Thousands",,,1607.9,,
"ITA","Italy","YW99Q4L1_ST","Human health and social work activities (Q)","TT","All persons","A","Annual","2020","2020","PER","Persons","3","Thousands",,,1583.175,"B","Break"
"ITA","Italy","YW99Q4L1_ST","Human health and social work activities (Q)","TT","All persons","A","Annual","2021","2021","PER","Persons","3","Thousands",,,1596.225,,
"ITA","Italy","YW99Q4L1_ST","Human health and social work activities (Q)","TT","All persons","A","Annual","2022","2022","PER","Persons","3","Thousands",,,1606.675,,
"TUR","Türkiye","YW99K4L1_ST","Financial and insurance activities (K)","TT","All persons","A","Annual","2010","2010","PER","Persons","3","Thousands",,,257.1,,
"TUR","Türkiye","YW99K4L1_ST","Financial and insurance activities (K)","TT","All persons","A","Annual","2011","2011","PER","Persons","3","Thousands",,,264.175,,
"TUR","Türkiye","YW99K4L1_ST","Financial and insurance activities (K)","TT","All persons","A","Annual","2012","2012","PER","Persons","3","Thousands",,,250,,
"TUR","Türkiye","YW99K4L1_ST","Financial and insurance activities (K)","TT","All persons","A","Annual","2013","2013","PER","Persons","3","Thousands",,,272.1,"B","Break"
"TUR","Türkiye","YW99K4L1_ST","Financial and insurance activities (K)","TT","All persons","A","Annual","2014","2014","PER","Persons","3","Thousands",,,274.65,,
"TUR","Türkiye","YW99K4L1_ST","Financial and insurance activities (K)","TT","All persons","A","Annual","2015","2015","PER","Persons","3","Thousands",,,275.675,,
"TUR","Türkiye","YW99K4L1_ST","Financial and insurance activities (K)","TT","All persons","A","Annual","2016","2016","PER","Persons","3","Thousands",,,278.475,,
"TUR","Türkiye","YW99K4L1_ST","Financial and insurance activities (K)","TT","All persons","A","Annual","2017","2017","PER","Persons","3","Thousands",,,246.975,,
"TUR","Türkiye","YW99K4L1_ST","Financial and insurance activities (K)","TT","All persons","A","Annual","2018","2018","PER","Persons","3","Thousands",,,234.45,,
"TUR","Türkiye","YW99K4L1_ST","Financial and insurance activities (K)","TT","All persons","A","Annual","2019","2019","PER","Persons","3","Thousands",,,271.35,,
"TUR","Türkiye","YW99K4L1_ST","Financial and insurance activities (K)","TT","All persons","A","Annual","2020","2020","PER","Persons","3","Thousands",,,289,,
"DEU","Germany","YW99J4L1_ST","Information and communication (J)","TT","All persons","A","Annual","2010","2010","PER","Persons","3","Thousands",,,1023.725,,
"DEU","Germany","YW99J4L1_ST","Information and communication (J)","TT","All persons","A","Annual","2011","2011","PER","Persons","3","Thousands",,,1039.875,,
"DEU","Germany","YW99J4L1_ST","Information and communication (J)","TT","All persons","A","Annual","2012","2012","PER","Persons","3","Thousands",,,1073.65,,
"DEU","Germany","YW99J4L1_ST","Information and communication (J)","TT","All persons","A","Annual","2013","2013","PER","Persons","3","Thousands",,,964.075,,
"DEU","Germany","YW99J4L1_ST","Information and communication (J)","TT","All persons","A","Annual","2014","2014","PER","Persons","3","Thousands",,,980.125,,
"DEU","Germany","YW99J4L1_ST","Information and communication (J)","TT","All persons","A","Annual","2015","2015","PER","Persons","3","Thousands",,,1015.4,,
"DEU","Germany","YW99J4L1_ST","Information and communication (J)","TT","All persons","A","Annual","2016","2016","PER","Persons","3","Thousands",,,1077.925,,
"DEU","Germany","YW99J4L1_ST","Information and communication (J)","TT","All persons","A","Annual","2017","2017","PER","Persons","3","Thousands",,,1088.025,,
"DEU","Germany","YW99J4L1_ST","Information and communication (J)","TT","All persons","A","Annual","2018","2018","PER","Persons","3","Thousands",,,1139.675,,
"DEU","Germany","YW99J4L1_ST","Information and communication (J)","TT","All persons","A","Annual","2019","2019","PER","Persons","3","Thousands",,,1199.85,"B","Break"
"DEU","Germany","YW99J4L1_ST","Information and communication (J)","TT","All persons","A","Annual","2021","2021","PER","Persons","3","Thousands",,,1428.725,,
"DEU","Germany","YW99J4L1_ST","Information and communication (J)","TT","All persons","A","Annual","2022","2022","PER","Persons","3","Thousands",,,1517.825,,
"POL","Poland","YW994AL1_ST","Employees in Agriculture,hunting and forestry (ISIC rev4, A)","TT","All persons","A","Annual","2010","2010","PER","Persons","3","Thousands",,,212.5,,
"POL","Poland","YW994AL1_ST","Employees in Agriculture,hunting and forestry (ISIC rev4, A)","TT","All persons","A","Annual","2011","2011","PER","Persons","3","Thousands",,,218.625,,
"POL","Poland","YW994AL1_ST","Employees in Agriculture,hunting and forestry (ISIC rev4, A)","TT","All persons","A","Annual","2012","2012","PER","Persons","3","Thousands",,,217.175,,
"POL","Poland","YW994AL1_ST","Employees in Agriculture,hunting and forestry (ISIC rev4, A)","TT","All persons","A","Annual","2013","2013","PER","Persons","3","Thousands",,,216.525,,
"POL","Poland","YW994AL1_ST","Employees in Agriculture,hunting and forestry (ISIC rev4, A)","TT","All persons","A","Annual","2014","2014","PER","Persons","3","Thousands",,,219.2,,
"POL","Poland","YW994AL1_ST","Employees in Agriculture,hunting and forestry (ISIC rev4, A)","TT","All persons","A","Annual","2015","2015","PER","Persons","3","Thousands",,,217,,
"POL","Poland","YW994AL1_ST","Employees in Agriculture,hunting and forestry (ISIC rev4, A)","TT","All persons","A","Annual","2016","2016","PER","Persons","3","Thousands",,,216.875,,
"POL","Poland","YW994AL1_ST","Employees in Agriculture,hunting and forestry (ISIC rev4, A)","TT","All persons","A","Annual","2017","2017","PER","Persons","3","Thousands",,,235.65,,
"POL","Poland","YW994AL1_ST","Employees in Agriculture,hunting and forestry (ISIC rev4, A)","TT","All persons","A","Annual","2018","2018","PER","Persons","3","Thousands",,,211.95,,
"POL","Poland","YW994AL1_ST","Employees in Agriculture,hunting and forestry (ISIC rev4, A)","TT","All persons","A","Annual","2019","2019","PER","Persons","3","Thousands",,,201.475,,
"POL","Poland","YW994AL1_ST","Employees in Agriculture,hunting and forestry (ISIC rev4, A)","TT","All persons","A","Annual","2020","2020","PER","Persons","3","Thousands",,,202.7,"B","Break"
"POL","Poland","YW994AL1_ST","Employees in Agriculture,hunting and forestry (ISIC rev4, A)","TT","All persons","A","Annual","2021","2021","PER","Persons","3","Thousands",,,145.9,,
"POL","Poland","YW994AL1_ST","Employees in Agriculture,hunting and forestry (ISIC rev4, A)","TT","All persons","A","Annual","2022","2022","PER","Persons","3","Thousands",,,133.175,,
"AUT","Austria","YW99A4L1_ST","Agriculture,hunting and forestry (A) ","TT","All persons","A","Annual","2010","2010","PER","Persons","3","Thousands",,,33.8,,
"AUT","Austria","YW99A4L1_ST","Agriculture,hunting and forestry (A) ","TT","All persons","A","Annual","2011","2011","PER","Persons","3","Thousands",,,26.925,,
"AUT","Austria","YW99A4L1_ST","Agriculture,hunting and forestry (A) ","TT","All persons","A","Annual","2012","2012","PER","Persons","3","Thousands",,,26.8,,
"AUT","Austria","YW99A4L1_ST","Agriculture,hunting and forestry (A) ","TT","All persons","A","Annual","2013","2013","PER","Persons","3","Thousands",,,25.875,,
"AUT","Austria","YW99A4L1_ST","Agriculture,hunting and forestry (A) ","TT","All persons","A","Annual","2014","2014","PER","Persons","3","Thousands",,,28.25,,
"AUT","Austria","YW99A4L1_ST","Agriculture,hunting and forestry (A) ","TT","All persons","A","Annual","2015","2015","PER","Persons","3","Thousands",,,30.35,,
"AUT","Austria","YW99A4L1_ST","Agriculture,hunting and forestry (A) ","TT","All persons","A","Annual","2016","2016","PER","Persons","3","Thousands",,,30.7,,
"AUT","Austria","YW99A4L1_ST","Agriculture,hunting and forestry (A) ","TT","All persons","A","Annual","2017","2017","PER","Persons","3","Thousands",,,29.15,,
"AUT","Austria","YW99A4L1_ST","Agriculture,hunting and forestry (A) ","TT","All persons","A","Annual","2018","2018","PER","Persons","3","Thousands",,,31.875,,
"AUT","Austria","YW99A4L1_ST","Agriculture,hunting and forestry (A) ","TT","All persons","A","Annual","2019","2019","PER","Persons","3","Thousands",,,36.05,,
"AUT","Austria","YW99A4L1_ST","Agriculture,hunting and forestry (A) ","TT","All persons","A","Annual","2020","2020","PER","Persons","3","Thousands",,,37.8,"B","Break"
"AUT","Austria","YW99A4L1_ST","Agriculture,hunting and forestry (A) ","TT","All persons","A","Annual","2021","2021","PER","Persons","3","Thousands",,,39.2,,
"AUT","Austria","YW99A4L1_ST","Agriculture,hunting and forestry (A) ","TT","All persons","A","Annual","2022","2022","PER","Persons","3","Thousands",,,36.325,,
"MEX","Mexico","YW994IL1_ST","Employees in Industry (ISIC rev4, B-F)","TT","All persons","A","Annual","2010","2010","PER","Persons","3","Thousands",,,8467.498,,
"MEX","Mexico","YW994IL1_ST","Employees in Industry (ISIC rev4, B-F)","TT","All persons","A","Annual","2011","2011","PER","Persons","3","Thousands",,,8561.441,,
"MEX","Mexico","YW994IL1_ST","Employees in Industry (ISIC rev4, B-F)","TT","All persons","A","Annual","2012","2012","PER","Persons","3","Thousands",,,8834.229,,
"MEX","Mexico","YW994IL1_ST","Employees in Industry (ISIC rev4, B-F)","TT","All persons","A","Annual","2013","2013","PER","Persons","3","Thousands",,,9043.469,,
"MEX","Mexico","YW994IL1_ST","Employees in Industry (ISIC rev4, B-F)","TT","All persons","A","Annual","2014","2014","PER","Persons","3","Thousands",,,9352.913,,
"MEX","Mexico","YW994IL1_ST","Employees in Industry (ISIC rev4, B-F)","TT","All persons","A","Annual","2015","2015","PER","Persons","3","Thousands",,,9743.38,,
"MEX","Mexico","YW994IL1_ST","Employees in Industry (ISIC rev4, B-F)","TT","All persons","A","Annual","2016","2016","PER","Persons","3","Thousands",,,10108.23,,
"MEX","Mexico","YW994IL1_ST","Employees in Industry (ISIC rev4, B-F)","TT","All persons","A","Annual","2017","2017","PER","Persons","3","Thousands",,,10370.79,,
"MEX","Mexico","YW994IL1_ST","Employees in Industry (ISIC rev4, B-F)","TT","All persons","A","Annual","2018","2018","PER","Persons","3","Thousands",,,10660.59,,
"MEX","Mexico","YW994IL1_ST","Employees in Industry (ISIC rev4, B-F)","TT","All persons","A","Annual","2019","2019","PER","Persons","3","Thousands",,,10587.52,,
"MEX","Mexico","YW994IL1_ST","Employees in Industry (ISIC rev4, B-F)","TT","All persons","A","Annual","2021","2021","PER","Persons","3","Thousands",,,10662.46,,
"MEX","Mexico","YW994IL1_ST","Employees in Industry (ISIC rev4, B-F)","TT","All persons","A","Annual","2022","2022","PER","Persons","3","Thousands",,,11164.3,,
"TUR","Türkiye","YW994IL1_ST","Employees in Industry (ISIC rev4, B-F)","TT","All persons","A","Annual","2010","2010","PER","Persons","3","Thousands",,,4947.325,,
"TUR","Türkiye","YW994IL1_ST","Employees in Industry (ISIC rev4, B-F)","TT","All persons","A","Annual","2011","2011","PER","Persons","3","Thousands",,,5392.1,,
"TUR","Türkiye","YW994IL1_ST","Employees in Industry (ISIC rev4, B-F)","TT","All persons","A","Annual","2012","2012","PER","Persons","3","Thousands",,,5505.225,,
"TUR","Türkiye","YW994IL1_ST","Employees in Industry (ISIC rev4, B-F)","TT","All persons","A","Annual","2013","2013","PER","Persons","3","Thousands",,,5741.575,"B","Break"
"TUR","Türkiye","YW994IL1_ST","Employees in Industry (ISIC rev4, B-F)","TT","All persons","A","Annual","2014","2014","PER","Persons","3","Thousands",,,6126.575,,
"TUR","Türkiye","YW994IL1_ST","Employees in Industry (ISIC rev4, B-F)","TT","All persons","A","Annual","2015","2015","PER","Persons","3","Thousands",,,6154.175,,
"TUR","Türkiye","YW994IL1_ST","Employees in Industry (ISIC rev4, B-F)","TT","All persons","A","Annual","2016","2016","PER","Persons","3","Thousands",,,6150.25,,
"TUR","Türkiye","YW994IL1_ST","Employees in Industry (ISIC rev4, B-F)","TT","All persons","A","Annual","2017","2017","PER","Persons","3","Thousands",,,6275.025,,
"TUR","Türkiye","YW994IL1_ST","Employees in Industry (ISIC rev4, B-F)","TT","All persons","A","Annual","2018","2018","PER","Persons","3","Thousands",,,6462.65,,
"TUR","Türkiye","YW994IL1_ST","Employees in Industry (ISIC rev4, B-F)","TT","All persons","A","Annual","2019","2019","PER","Persons","3","Thousands",,,6002.25,,
"TUR","Türkiye","YW994IL1_ST","Employees in Industry (ISIC rev4, B-F)","TT","All persons","A","Annual","2020","2020","PER","Persons","3","Thousands",,,5958.075,,
"MEX","Mexico","YW99L4L1_ST","Real estate activities (L)","TT","All persons","A","Annual","2010","2010","PER","Persons","3","Thousands",,,161.473,,
"MEX","Mexico","YW99L4L1_ST","Real estate activities (L)","TT","All persons","A","Annual","2011","2011","PER","Persons","3","Thousands",,,183.3362,,
"MEX","Mexico","YW99L4L1_ST","Real estate activities (L)","TT","All persons","A","Annual","2012","2012","PER","Persons","3","Thousands",,,190.318,,
"MEX","Mexico","YW99L4L1_ST","Real estate activities (L)","TT","All persons","A","Annual","2013","2013","PER","Persons","3","Thousands",,,171.2635,,
"MEX","Mexico","YW99L4L1_ST","Real estate activities (L)","TT","All persons","A","Annual","2014","2014","PER","Persons","3","Thousands",,,187.8875,,
"MEX","Mexico","YW99L4L1_ST","Real estate activities (L)","TT","All persons","A","Annual","2015","2015","PER","Persons","3","Thousands",,,221.0482,,
"MEX","Mexico","YW99L4L1_ST","Real estate activities (L)","TT","All persons","A","Annual","2016","2016","PER","Persons","3","Thousands",,,196.9375,,
"MEX","Mexico","YW99L4L1_ST","Real estate activities (L)","TT","All persons","A","Annual","2017","2017","PER","Persons","3","Thousands",,,214.16,,
"MEX","Mexico","YW99L4L1_ST","Real estate activities (L)","TT","All persons","A","Annual","2018","2018","PER","Persons","3","Thousands",,,217.114,,
"MEX","Mexico","YW99L4L1_ST","Real estate activities (L)","TT","All persons","A","Annual","2019","2019","PER","Persons","3","Thousands",,,234.9207,,
"MEX","Mexico","YW99L4L1_ST","Real estate activities (L)","TT","All persons","A","Annual","2021","2021","PER","Persons","3","Thousands",,,252.2807,,
"MEX","Mexico","YW99L4L1_ST","Real estate activities (L)","TT","All persons","A","Annual","2022","2022","PER","Persons","3","Thousands",,,263.252,,
